   xk <= x <   xk+1; y_i      =    73.0531     +       -0.000128404x; type: least-square
33810 <= x <  33840; y_1127   =     14728.0000 +   -0.4333x; interpolation
33840 <= x <  33870; y_1128   =     -1064.0000 +    0.0333x; interpolation
33870 <= x <  33900; y_1129   =    -17999.0000 +    0.5333x; interpolation
33900 <= x <  33930; y_1130   =      7991.0000 +   -0.2333x; interpolation
33930 <= x <  33960; y_1131   =     13646.0000 +   -0.4000x; interpolation
33960 <= x <  33990; y_1132   =     -4466.0000 +    0.1333x; interpolation
33990 <= x <  34020; y_1133   =    -14663.0000 +    0.4333x; interpolation
34020 <= x <  34050; y_1134   =     14821.0000 +   -0.4333x; interpolation
34050 <= x <  34080; y_1135   =    -16959.0000 +    0.5000x; interpolation
34080 <= x <  34110; y_1136   =      3489.0000 +   -0.1000x; interpolation
34110 <= x <  34140; y_1137   =        78.0000 +    0.0000x; interpolation
34140 <= x <  34170; y_1138   =      2354.0000 +   -0.0667x; interpolation
34170 <= x <  34200; y_1139   =     -4480.0000 +    0.1333x; interpolation
34200 <= x <  34230; y_1140   =      5780.0000 +   -0.1667x; interpolation
34230 <= x <  34260; y_1141   =        75.0000 +    0.0000x; interpolation
34260 <= x <  34290; y_1142   =      4643.0000 +   -0.1333x; interpolation
34290 <= x <  34320; y_1143   =    -11359.0000 +    0.3333x; interpolation
34320 <= x <  34350; y_1144   =     21817.0000 +   -0.6333x; interpolation
34350 <= x <  34380; y_1145   =    -17113.0000 +    0.5000x; interpolation
34380 <= x <  34410; y_1146   =     17267.0000 +   -0.5000x; interpolation
34410 <= x <  34440; y_1147   =    -22878.0000 +    0.6667x; interpolation
34440 <= x <  34470; y_1148   =     21894.0000 +   -0.6333x; interpolation
34470 <= x <  34500; y_1149   =    -18321.0000 +    0.5333x; interpolation
34500 <= x <  34530; y_1150   =     23079.0000 +   -0.6667x; interpolation
34530 <= x <  34560; y_1151   =    -20659.0000 +    0.6000x; interpolation
34560 <= x <  34590; y_1152   =     -1075.0000 +    0.0333x; interpolation
34590 <= x <  34620; y_1153   =      1231.0000 +   -0.0333x; interpolation
34620 <= x <  34650; y_1154   =     -4539.0000 +    0.1333x; interpolation
34650 <= x <  34680; y_1155   =     22026.0000 +   -0.6333x; interpolation
34680 <= x <  34710; y_1156   =    -19590.0000 +    0.5667x; interpolation
34710 <= x <  34740; y_1157   =     19748.0000 +   -0.5667x; interpolation
34740 <= x <  34770; y_1158   =    -21940.0000 +    0.6333x; interpolation
34770 <= x <  34800; y_1159   =      3558.0000 +   -0.1000x; interpolation
34800 <= x <  34830; y_1160   =     18638.0000 +   -0.5333x; interpolation
34830 <= x <  34860; y_1161   =    -21997.0000 +    0.6333x; interpolation
34860 <= x <  34890; y_1162   =     19835.0000 +   -0.5667x; interpolation
34890 <= x <  34920; y_1163   =      4716.0000 +   -0.1333x; interpolation
34920 <= x <  34950; y_1164   =    -15072.0000 +    0.4333x; interpolation
34950 <= x <  34980; y_1165   =     46673.0000 +   -1.3333x; interpolation
34980 <= x <  35010; y_1166   =     10527.0000 +   -0.3000x; interpolation
35010 <= x <  35040; y_1167   =        24.0000 +    0.0000x; interpolation
35040 <= x <  35070; y_1168   =      1192.0000 +   -0.0333x; interpolation
35070 <= x <  35100; y_1169   =      1192.0000 +   -0.0333x; interpolation
35100 <= x <  35130; y_1170   =    -17528.0000 +    0.5000x; interpolation
35130 <= x <  35160; y_1171   =    -14015.0000 +    0.4000x; interpolation
35160 <= x <  35190; y_1172   =     -6983.0000 +    0.2000x; interpolation
35190 <= x <  35220; y_1173   =     27034.0000 +   -0.7667x; interpolation
35220 <= x <  35250; y_1174   =     12946.0000 +   -0.3667x; interpolation
35250 <= x <  35280; y_1175   =        21.0000 +    0.0000x; interpolation
35280 <= x <  35310; y_1176   =      1197.0000 +   -0.0333x; interpolation
35310 <= x <  35340; y_1177   =        20.0000 +    0.0000x; interpolation
35340 <= x <  35370; y_1178   =      1198.0000 +   -0.0333x; interpolation
35370 <= x <  35400; y_1179   =     -1160.0000 +    0.0333x; interpolation
35400 <= x <  35430; y_1180   =     -4700.0000 +    0.1333x; interpolation
35430 <= x <  35460; y_1181   =      4748.0000 +   -0.1333x; interpolation
35460 <= x <  35490; y_1182   =    -60262.0000 +    1.7000x; interpolation
35490 <= x <  35520; y_1183   =     -5844.0000 +    0.1667x; interpolation
35520 <= x <  35550; y_1184   =     22572.0000 +   -0.6333x; interpolation
35550 <= x <  35580; y_1185   =    -24828.0000 +    0.7000x; interpolation
35580 <= x <  35610; y_1186   =      2450.0000 +   -0.0667x; interpolation
